AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2006	27401	Peninsula School District	4387	Harbor Ridge Middle School	0
2006	27401	Peninsula School District	1516	Henderson Bay Alt High School	0
2006	27401	Peninsula School District	3928	Henderson Bay Hall Program	0
2006	27401	Peninsula School District	4156	Key Peninsula Middle School	0
2006	27401	Peninsula School District	4219	Kopachuck Middle School	0
2006	27401	Peninsula School District	4189	Minter Creek Elementary	0
2006	27401	Peninsula School District	2681	Peninsula High School	0
2006	27401	Peninsula School District	3685	Purdy Elementary School	0
2006	27401	Peninsula School District	3056	Vaughn Elementary School	0
2006	27401	Peninsula School District	4307	Voyager Elementary	0
2006	23402	Pioneer School District	2865	Pioneer Intermediate/Middle School	0
2006	23402	Pioneer School District	4463	Pioneer Primary School	0
2006	12110	Pomeroy School District	3087	Pomeroy Elementary School	0
2006	12110	Pomeroy School District	2241	Pomeroy Jr Sr High School	0
2006	05121	Port Angeles School District	4003	Choice Community School	0
2006	05121	Port Angeles School District	4494	Dry Creek Elementary	0
2006	05121	Port Angeles School District	2054	Fairview Elementary	0
2006	05121	Port Angeles School District	2909	Franklin Elementary	0
2006	05121	Port Angeles School District	3079	Hamilton Elementary	0
2006	05121	Port Angeles School District	2368	Jefferson Elementary	0
2006	05121	Port Angeles School District	1715	Parents As Partners	0
2006	05121	Port Angeles School District	2908	Port Angeles High School	0
2006	05121	Port Angeles School District	4087	Roosevelt Middle School	0
2006	05121	Port Angeles School District	1897	Special Education	0
2006	05121	Port Angeles School District	3318	Stevens Middle School	0
2006	16050	Port Townsend School District	4475	Blue Heron Middle School	0
2006	16050	Port Townsend School District	3094	Grant Street Elementary	0
2006	16050	Port Townsend School District	1798	I.C.E. Program	0
2006	16050	Port Townsend School District	3428	Mountain View Elementary	0
2006	16050	Port Townsend School District	2503	Port Townsend High School	0
2006	36402	Prescott School District	3574	Prescott Elementary School	0
2006	36402	Prescott School District	3575	Prescott Jr Sr High	0
2006	03116	Prosser School District	2906	Housel Middle School	0
2006	03116	Prosser School District	2195	Keene-Riverview Elementary	0
2006	03116	Prosser School District	1728	Prosser Falls Education Center	0
2006	03116	Prosser School District	3316	Prosser Heights Elementary	0
2006	03116	Prosser School District	2508	Prosser High School	0
2006	03116	Prosser School District	2905	Whitstran Elementary	0
2006	38267	Pullman School District	2587	Franklin Elementary	0
2006	38267	Pullman School District	3203	Jefferson Elementary	0
2006	38267	Pullman School District	3419	Lincoln Middle School	0
2006	38267	Pullman School District	2499	Pullman High School	0
2006	38267	Pullman School District	3614	Sunnyside Elementary	0
2006	27003	Puyallup School District	3447	Aylen Jr High	0
2006	27003	Puyallup School District	3750	Ballou Jr High	0
2006	27003	Puyallup School District	4110	Chief Leschi Schools	0
2006	27003	Puyallup School District	4443	Doris Stahl Junior High	0
2006	27003	Puyallup School District	3972	E B Walker High School	0
2006	27003	Puyallup School District	2575	Edgemont Jr High	0
2006	27003	Puyallup School District	4496	Edward Zeiger Elem	0
2006	27003	Puyallup School District	4540	Emerald Ridge High School	0
2006	27003	Puyallup School District	4183	Ferrucci Jr High	0
2006	27003	Puyallup School District	2496	Firgrove Elementary	0
2006	27003	Puyallup School District	4361	Frank Brouillet Elem	0
2006	27003	Puyallup School District	3557	Fruitland Elementary	0
2006	27003	Puyallup School District	3645	Gov John Rogers High School	0
2006	27003	Puyallup School District	3115	Hilltop Elementary	0
2006	27003	Puyallup School District	3052	Kalles Junior High	0
2006	27003	Puyallup School District	2870	Karshner Elementary	0
2006	27003	Puyallup School District	2498	Maplewood Elementary	0
2006	27003	Puyallup School District	2334	Meeker Elementary	0
2006	27003	Puyallup School District	3572	Mt View Elementary	0
2006	27003	Puyallup School District	3927	Northwood Elementary	0
2006	27003	Puyallup School District	1640	Phoenix Program	0
2006	27003	Puyallup School District	4146	Pope Elementary	0
2006	27003	Puyallup School District	2125	Puyallup High School	0
2006	27003	Puyallup School District	4121	Ridgecrest Elementary	0
2006	27003	Puyallup School District	3114	Riverside Elementary	0
2006	27003	Puyallup School District	4414	Shaw Road Elementary	0
2006	27003	Puyallup School District	2497	Spinning Elementary	0
2006	27003	Puyallup School District	2311	Stewart Elementary	0
2006	27003	Puyallup School District	3896	Sunrise Elementary	0
2006	27003	Puyallup School District	2495	Waller Road Elementary	0
2006	27003	Puyallup School District	4360	Warren Hunt Elem	0
2006	27003	Puyallup School District	3558	Wildwood Elementary	0
2006	27003	Puyallup School District	2519	Woodland Elementary	0
2006	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	0
2006	16048	Quilcene School District	2474	Quilcene High And Elementary	0
2006	05402	Quillayute Valley School District	1671	District Run Home School	0
2006	05402	Quillayute Valley School District	1500	Forks Alternative School	0
2006	05402	Quillayute Valley School District	3737	Forks Elementary School	0
2006	05402	Quillayute Valley School District	2349	Forks High School	0
2006	05402	Quillayute Valley School District	2609	Forks Middle School	0
2006	05402	Quillayute Valley School District	4174	Quileute Tribal School	0
2006	13144	Quincy School District	3426	George Elementary	0
2006	13144	Quincy School District	4536	Monument Elementary	0
2006	13144	Quincy School District	3020	Mountain View Elementary	0
2006	13144	Quincy School District	2919	Pioneer Elementary	0
2006	13144	Quincy School District	3088	Quincy High School	0
2006	13144	Quincy School District	1506	Quincy High Tech High	0
2006	13144	Quincy School District	2510	Quincy Junior High	0
2006	34307	Rainier School District	2158	Rainier Middle School	0
2006	34307	Rainier School District	4486	Rainier Primary School	0
2006	34307	Rainier School District	2468	Rainier Senior High School	0
2006	25116	Raymond School District	1672	Developmental Preschool	0
2006	25116	Raymond School District	2803	Raymond Elementary School	0
2006	25116	Raymond School District	1902	Raymond Home Link School	0
2006	25116	Raymond School District	2357	Raymond Jr Sr High School	0
2006	22009	Reardan-Edwall School District	2864	Reardan Elem & Middle School	0
2006	22009	Reardan-Edwall School District	2478	Reardan High School	0
2006	17403	Renton School District	3587	Benson Hill Elementary School	1
2006	17403	Renton School District	2212	Black River High School	1
2006	17403	Renton School District	2439	Bryn Mawr Elementary School	1
2006	17403	Renton School District	3034	Campbell Hill Elementary School	1
2006	17403	Renton School District	3337	Cascade Elementary School	1
2006	17403	Renton School District	3280	Dimmitt Middle School	1
2006	17403	Renton School District	1534	Griffin Home	1
2006	17403	Renton School District	3485	Hazelwood Elementary School	1
2006	17403	Renton School District	3630	Hazen Senior High School	1
2006	17403	Renton School District	2640	Highlands Elementary School	1
2006	17403	Renton School District	2931	Hillcrest Special Services Center	1
2006	17403	Renton School District	1784	Home Program @ Honeydew	1
2006	17403	Renton School District	2597	Kennydale Elementary School	1
2006	17403	Renton School District	2929	Lakeridge Elementary School	1
2006	17403	Renton School District	3741	Lindbergh Senior High School	1
2006	17403	Renton School District	3586	Maplewood Heights Elementary School	1
2006	17403	Renton School District	3035	McKnight Middle School	1
2006	17403	Renton School District	3434	Nelsen Middle School	1
2006	17403	Renton School District	1648	Out Of District Facility	1
2006	17403	Renton School District	3521	Renton Park Elementary School	1
2006	17403	Renton School District	2475	Renton Senior High School	1
2006	17403	Renton School District	1527	Sartori Education Center	1
2006	17403	Renton School District	3668	Sierra Heights Elementary School	1
2006	17403	Renton School District	3740	Talbot Hill Elementary School	1
2006	17403	Renton School District	2700	Thomson Early Childhood Center	1
2006	17403	Renton School District	3702	Tiffany Park Elementary School	1
2006	10309	Republic School District	2789	Republic Elementary School	0
2006	10309	Republic School District	3559	Republic Junior High	0
2006	10309	Republic School District	1898	Republic Parent Partner	0
2006	10309	Republic School District	3579	Republic Senior High School	0
2006	03400	Richland School District	4060	Badger Mountain Elementary	0
2006	03400	Richland School District	2721	Carmichael Middle School	0
2006	03400	Richland School District	2785	Chief Joseph Middle School	0
2006	03400	Richland School District	3926	Enterprise Middle School	0
2006	03400	Richland School District	3833	Hanford High School	0
2006	03400	Richland School District	2786	Jason Lee Elementary School	0
2006	03400	Richland School District	2642	Jefferson Elementary	0
2006	03400	Richland School District	2657	Lewis & Clark Elementary School	0
2006	03400	Richland School District	2656	Marcus Whitman Elementary	0
2006	03400	Richland School District	3511	Richland High School	0
2006	03400	Richland School District	4295	Rivers Edge High School	0
2006	03400	Richland School District	3732	Sacajawea Elementary	0
2006	03400	Richland School District	2001	Special Programs	0
2006	03400	Richland School District	4059	Tapteal Elementary School	0
2006	03400	Richland School District	4543	Wiley Elementary	0
2006	06122	Ridgefield School District	2390	Ridgefield High School	0
2006	06122	Ridgefield School District	3321	South Ridge Elementary	0
2006	06122	Ridgefield School District	3786	Union Ridge Elementary	0
2006	06122	Ridgefield School District	3891	View Ridge Middle School	0
2006	01160	Ritzville School District	2719	Ritzville Grade School	0
2006	01160	Ritzville School District	2132	Ritzville High School	0
2006	32416	Riverside School District	2525	Chattaroy Elementary	0
2006	32416	Riverside School District	1919	Independent Scholar	0
2006	32416	Riverside School District	1554	Riverside Achievement Center	0
2006	32416	Riverside School District	4033	Riverside Elementary	0
2006	32416	Riverside School District	4228	Riverside High School	0
2006	32416	Riverside School District	3466	Riverside Middle School	0
2006	32416	Riverside School District	5005	Riverside Opportunity Center	0
2006	17407	Riverview School District	2485	Carnation Elementary School	0
2006	17407	Riverview School District	3524	Cedarcrest High School	0
2006	17407	Riverview School District	3101	Cherry Valley Elementary School	0
2006	17407	Riverview School District	1756	Clip	0
2006	17407	Riverview School District	3006	Eagle Rock Multiage School	0
2006	17407	Riverview School District	1854	Parade	0
2006	17407	Riverview School District	4332	Stillwater Elementary	0
2006	17407	Riverview School District	4318	Tolt Middle School	0
2006	34401	Rochester School District	3801	Grand Mound Elementary	0
2006	34401	Rochester School District	1735	H.e.a.r.t. High School	0
2006	34401	Rochester School District	4326	Rochester High School	0
2006	34401	Rochester School District	3067	Rochester Middle School	0
2006	34401	Rochester School District	2527	Rochester Primary School	0
2006	20403	Roosevelt School District	3530	Roosevelt Elementary School	0
2006	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	0
2006	13160	Royal School District	3090	Red Rock Elementary	0
2006	13160	Royal School District	3516	Royal High School	0
2006	13160	Royal School District	3620	Royal Middle School	0
2006	28149	San Juan Island School District	2520	Friday Harbor Elementary School	0
2006	28149	San Juan Island School District	2879	Friday Harbor High School	0
2006	28149	San Juan Island School District	3011	Friday Harbor Middle School	0
2006	28149	San Juan Island School District	1963	Parent Partnership Program	0
2006	28149	San Juan Island School District	4037	Stuart Island Elementary	0
2006	14104	Satsop School District	2010	Satsop Elementary	0
2006	17001	Seattle Public Schools	2138	Adams Elementary School	0
2006	17001	Seattle Public Schools	3974	AE #2 (Decatur)	0
2006	17001	Seattle Public Schools	1578	African American Academy K-8	0
2006	17001	Seattle Public Schools	3774	Aki Kurose Middle School	1
