DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
29101	Sedro-Woolley School District	1794	Sedro Woolley Special Programs	0
06117	Camas School District	3150	Camas High	0
27417	Fife School District	4582	Columbia Junior High School	0
17414	Lake Washington School District	1804	Futures School	0
14064	North Beach School District	3155	Pacific Beach Elementary School	0
17417	Northshore School District	4455	Kokanee Elementary	0
17403	Renton School District	3280	Dimmitt Middle School	1
17406	Tukwila School District	3635	Thorndyke Elementary	1
39007	Yakima School District	2177	Mckinley Elementary School	0
29801	Northwest Educational Service District 189	5501	Open Doors - Youth Reengagement Program	0
37501	Bellingham School District	2067	Roosevelt Elementary School	0
29100	Burlington-Edison School District	2379	Edison Elementary - Burlington/Edison	0
39200	Grandview School District	1776	Contract Learning Center	0
17414	Lake Washington School District	2308	Kirkland Middle School	0
39208	West Valley School District (Yakima)	3699	Apple Valley Elementary	0
27403	Bethel School District	5216	Bethel Elementary Learning Academy	0
37501	Bellingham School District	3202	Parkview Elementary School	0
32356	Central Valley School District	3064	University Elementary School	0
17414	Lake Washington School District	2992	Rose Hill Elementary	0
27401	Peninsula School District	2944	Harbor Heights Elementary School	0
17001	Seattle Public Schools	1547	Middle College High School	0
27083	University Place School District	3792	Chambers Elementary	0
21926	Centralia College	3598	Garrett Heyns High School	0
31103	Monroe School District	5154	Shoreline-Monroe High School	0
21206	Mossyrock School District	2572	Mossyrock Elementary School	0
17417	Northshore School District	3344	Maywood Hills Elementary	0
39205	Zillah School District	2240	Zillah High School	0
32354	Mead School District	3851	Northwood Middle School	0
01160	Ritzville School District	2719	Ritzville Grade School	0
27010	Tacoma School District	2939	Delong	0
06037	Vancouver School District	5258	Vancouver Contracted Programs	0
05401	Cape Flattery School District	3422	Clallam Bay High & Elementary	0
19404	Cle Elum-Roslyn School District	2329	Cle Elum Roslyn High School	0
31002	Everett School District	3184	Emerson Elementary School	0
31002	Everett School District	4438	Henry M. Jackson High School	0
17415	Kent School District	4485	Northwood Middle School	1
24019	Omak School District	5197	Washington Virtual Academy Omak High School	0
17403	Renton School District	2931	Hillcrest Special Services Center	1
31401	Stanwood-Camano School District	4364	Twin City Elementary	0
27003	Puyallup School District	4110	Chief Leschi Schools	0
18400	North Kitsap School District	4358	Breidablik Elementary	0
18401	Central Kitsap School District	4015	Esquire Hills Elementary	0
17001	Seattle Public Schools	3874	Pinehurst K-8 School	0
18402	South Kitsap School District	4029	Burley Glenwood Elementary	0
31004	Lake Stevens School District	2885	Hillcrest Elementary School	0
17410	Snoqualmie Valley School District	5296	Snoqualmie Parent Partnership Program	0
20406	Lyle School District	5503	Student Success Open Doors Academy	0
17415	Kent School District	3640	Kentridge High School	1
10065	Orient School District	2136	Orient Elem	0
31201	Snohomish School District	5128	Glacier Peak High School	0
04069	Stehekin School District	2265	Stehekin Elementary	0
06037	Vancouver School District	2318	Lincoln Elementary School	0
09209	Waterville School District	2162	Waterville High School	0
17001	Seattle Public Schools	1917	Interagency Annex	0
29100	Burlington-Edison School District	3603	Allen Elementary	0
20215	Centerville School District	2251	Centerville Elementary	0
09206	Eastmont School District	4095	Sterling School	0
06098	Hockinson School District	3319	Hockinson Middle School	0
17415	Kent School District	4581	Millennium Elementary School	1
31025	Marysville School District	1927	Marysville Arts and Technology High School	0
13161	Moses Lake School District	2673	Frontier Middle School	0
27416	White River School District	4569	White River High School	0
27403	Bethel School District	3793	DHH Preschool	0
32360	Cheney School District	5126	Birth To Three	0
31015	Edmonds School District	2888	Terrace Park School	0
32081	Spokane School District	2108	Stevens Elementary	0
36140	Walla Walla School District	2078	Green Park Elementary School	0
21303	White Pass School District	2859	White Pass Jr. Sr. High School	0
27403	Bethel School District	5127	ECEAP W	0
06114	Evergreen School District (Clark)	3823	Silver Star Elementary School	0
06098	Hockinson School District	4568	Hockinson High School	0
50002	Juvenile Detention Centers	4007	Benton/Franklin Juvenile Justice Center	0
17414	Lake Washington School District	3855	Emerson High School	0
17412	Shoreline School District	3387	Kellogg Middle School	0
27010	Tacoma School District	4537	Crescent Heights	0
06037	Vancouver School District	3556	Vancouver Home Connection	0
37506	Nooksack Valley School District	5188	Alt Ed at NV	0
17408	Auburn School District	4474	Auburn Riverside High School	1
09206	Eastmont School District	2727	Eastmont Senior High	0
17001	Seattle Public Schools	2975	John Rogers Elementary School	0
26070	Selkirk School District	5225	Selkirk Middle School	0
28010	Shaw Island School District	3725	Shaw Island Elementary School	0
32081	Spokane School District	2952	Lidgerwood Elementary	0
26070	Selkirk School District	3177	Lillian Bailey Elementary	0
17906	Green Dot Public Schools Excel	5377	Excel Public Charter School	1
17210	Federal Way Public Schools	4426	Green Gables Elementary School	1
32081	Spokane School District	1533	A-3 Multiagency Adolescent Prog	0
17400	Mercer Island School District	5447	Northwood Elementary School	0
31103	Monroe School District	3060	Frank Wagner Elementary	0
13161	Moses Lake School District	5251	Park Orchard Elementary School 	0
17417	Northshore School District	1814	Northshore Networks	0
01160	Ritzville School District	5303	Lind Ritzville Middle School	0
34003	North Thurston Public Schools	3361	Chinook Middle School	0
17407	Riverview School District	3524	Cedarcrest High School	0
32081	Spokane School District	2479	Rogers High School	0
20094	Wishram School District	2605	Wishram High And Elementary Schl	0
38320	Rosalia School District	3563	Rosalia High School	0
38302	Garfield School District	2896	Garfield Middle School	0
31004	Lake Stevens School District	4534	Highland Elementary	0
38301	Palouse School District	1961	Palouse at Garfield Middle School	0
13156	Soap Lake School District	1518	Smokiam Alternative High School	0
27320	Sumner School District	4250	Emerald Hills Elementary	0
31016	Arlington School District	4573	Pioneer Elementary	0
17408	Auburn School District	4120	Lake View Elementary School	1
29011	Concrete School District	5087	Special Services School	0
13165	Ephrata School District	2920	Ephrata High School	0
06114	Evergreen School District (Clark)	3995	Riverview Elementary School	0
27402	Franklin Pierce School District	4063	Gates Secondary School	0
17401	Highline Public Schools	3279	Mount Rainier High School	1
39119	Selah School District	5384	Selah Intermediate School	0
17412	Shoreline School District	3674	Albert Einstein Middle School	0
27416	White River School District	5338	White River Reengagement Program	0
17405	Bellevue School District	3339	Sherwood Forest Elementary	0
06114	Evergreen School District (Clark)	4209	Pacific Middle School	0
17210	Federal Way Public Schools	2841	Lakeland Elementary School	1
17210	Federal Way Public Schools	4374	Sherwood Forest Elementary School	1
32354	Mead School District	4400	Meadow Ridge Elementary	0
20405	White Salmon Valley School District	2997	Hulan L Whitson Elem	0
34401	Rochester School District	2029	Maple Lane School	0
11001	Pasco School District	2692	Captain Gray Elementary	0
27403	Bethel School District	3649	Chester H Thompson Elementary	0
17403	Renton School District	3035	McKnight Middle School	1
37501	Bellingham School District	2431	Birchwood Elementary School	0
17400	Mercer Island School District	3219	Islander Middle School	0
18400	North Kitsap School District	2476	Poulsbo Middle School	0
17001	Seattle Public Schools	3276	Ingraham High School	0
17403	Renton School District	5484	Risdon Middle School	1
39119	Selah School District	4546	Selah Intermediate	0
02250	Clarkston School District	3616	Special Services	0
27400	Clover Park School District	1881	Re-Entry Middle School	0
17210	Federal Way Public Schools	3160	Star Lake Elementary School	1
17415	Kent School District	3708	Grass Lake Elementary School	1
32081	Spokane School District	2191	Whitman Elementary	0
39201	Sunnyside School District	3313	Harrison Middle School	0
17406	Tukwila School District	2848	Foster Senior High School	1
34002	Yelm School District	2633	Yelm High School 12	0
27403	Bethel School District	5174	Bethel Online Academy	0
17405	Bellevue School District	3225	Lake Hills Elementary	0
17401	Highline Public Schools	2926	Cedarhurst Elementary	1
31025	Marysville School District	4454	Allen Creek Elementary School	0
23403	North Mason School District	4320	Sand Hill Elementary	0
05323	Sequim School District	2471	Sequim Senior High	0
18401	Central Kitsap School District	5199	CK Online Academy	0
16049	Chimacum School District	2697	Chimacum Elementary School	0
31006	Mukilteo School District	4469	Endeavour Elementary	0
34111	Olympia School District	5248	Olympia Regional Learning Academy B	0
17001	Seattle Public Schools	1808	Experimental Education Unit	0
34974	Office of the Governor (Sch for Blind)	3799	Washington State School for the Blind	0
09075	Bridgeport School District	4213	Bridgeport Middle School	0
09206	Eastmont School District	5228	Eastmont Columbia Virtual Academy	0
03017	Kennewick School District	5235	Benton County Jail	0
17414	Lake Washington School District	5265	Unnamed STEM School-Under Construction	0
17001	Seattle Public Schools	2142	West Woodland Elementary School	0
33070	Valley School District	5357	Valley Early Learning Center	0
17417	Northshore School District	5481	North Creek High School	0
31103	Monroe School District	1906	Summit School	0
19400	Thorp School District	2515	Thorp Elementary School	0
29100	Burlington-Edison School District	1650	BECC	0
16049	Chimacum School District	1724	PI Program	0
31063	Index School District	2948	Index Elementary School	0
08458	Kelso School District	3294	Cowlitz County Youth Services Center	0
24350	Methow Valley School District	4501	Methow Valley Elementary	0
39209	Mount Adams School District	2506	Harrah Elementary School	0
32325	Nine Mile Falls School District	4521	Lakeside Middle School	0
17001	Seattle Public Schools	1596	Secondary BOC	1
17412	Shoreline School District	3527	Melvin G Syre Elementary	0
21237	Toledo School District	3977	Toledo Middle School	0
17001	Seattle Public Schools	1893	Interagency New Holly	0
18303	Bainbridge Island School District	1840	Renaissance	0
06114	Evergreen School District (Clark)	1530	Early Childhood Center	0
17210	Federal Way Public Schools	3381	Lakota Middle School	1
14028	Hoquiam School District	3621	Lincoln Elementary	0
08122	Longview School District	3658	Mint Valley Elementary	0
37504	Lynden School District	1914	Lynden Special Services	0
32354	Mead School District	4134	Shiloh Hills Elementary	0
27010	Tacoma School District	3449	Birney	0
36140	Walla Walla Public Schools	5460	Opportunity Youth Reengagement	0
13144	Quincy School District	1780	Early Childhood Learning Center	0
36402	Prescott School District	5256	JUBILEE LEADERSHIP ACADEMY	0
27400	Clover Park School District	4396	Evergreen Elementary School	0
32414	Deer Park School District	2430	Deer Park Elementary	0
21302	Chehalis School District	1559	Lewis County Juvenile Detention	0
15206	South Whidbey School District	2511	South Whidbey Middle	0
06037	Vancouver School District	4405	Chinook Elementary School	0
04246	Wenatchee School District	1742	Valley Academy Of Learning	0
34002	Yelm School District	5018	Lackamas Elementary	0
39208	West Valley School District (Yakima)	5505	WEST VALLEY VIRTUAL ACADEMY 7-8	0
17210	Federal Way Public Schools	1952	Birth to Three Development Center	1
37503	Blaine School District	3136	Blaine High School	0
